time,ym,indmc,proddome,prodabroad,prodability,prodoper,prod,uib,uibmoney,numD,numDfull,numDpart,numE,numEfull,numEpart,matched,matchedfull,matchedpart,hire,hirefull,hirepart,EXIT,EXITfull,EXITpart,left,leftfull,leftpart,hour,hourfull,hourpart,wage_tot,wage_totfull,wage_totpart,E9
2012. 05,628,17,101.638,98.818,97.371,102.041,99.992,,,64002,61918,1869,440,440,0,3017,1720,1297,2953,1655,1297,2594,1363,1231,1236,1021,216,191.9,195.1,112.7,2386829,2451274,809512,
2012. 06,629,17,98.748,101.098,97.277,102.136,99.19,,,64541,62131,2196,565,557,8,2938,1321,1617,2918,1301,1617,2398,1303,1095,1328,1193,136,183.4,188.2,84.4,2643159,2738200,666641,
2012. 07,630,17,101.252,103.209,97.277,103.24,100.082,,,64365,61980,2164,552,552,0,2027,1363,665,1971,1306,665,2210,1158,1053,1361,1079,283,192,195.8,92.8,2547405,2616122,723443,
2012. 08,631,17,97.688,97.72,97.277,101.37,98.065,,,64020,61688,2106,616,616,0,2096,1077,1019,2048,1029,1019,2446,1414,1032,1215,1098,117,186.1,190,95.5,2554438,2634065,712296,
2012. 09,632,17,99.422,96.959,97.277,101.806,97.853,,,64139,61130,2785,533,533,0,2084,1005,1080,2070,990,1080,1963,1077,886,1133,921,212,182,185.8,110.3,2863074,2972108,778602,
2012. 10,633,17,99.037,94.848,97.371,100.351,95.533,,,64376,61576,2577,912,912,0,2337,1345,991,2325,1333,991,2099,982,1116,1183,836,346,187.4,190.6,119.2,2529391,2606706,875990,
2012. 11,634,17,98.362,90.456,98.028,98.351,94.725,,,64608,61929,2492,1102,1058,44,2162,1193,969,2142,1173,969,1894,1065,829,1098,1000,97,194.9,198.4,111.8,2432754,2501463,796874,
2012. 12,635,17,97.206,94.848,97.465,98.062,93.042,,,64780,61827,2758,652,649,3,2054,946,1107,1972,865,1107,1890,1041,849,886,826,60,180.9,184.9,102.5,3376055,3508102,827797,
2013. 01,636,17,100.193,97.804,97.371,101.282,97.76,,,65353,62080,3048,842,836,6,2380,1606,774,2231,1457,774,1838,1253,585,1314,978,336,194.7,200.2,96.1,2570088,2672314,760219,
2013. 02,637,17,98.651,99.493,97.371,100.171,97.352,,,65483,62258,2999,966,964,3,1696,1139,557,1671,1114,557,1567,1221,345,1143,1030,113,172.2,174.9,125.8,2854046,2963312,1005374,
2013. 03,638,17,97.977,103.209,97.465,99.733,97.802,,,65384,62218,2931,1644,1625,19,1987,1408,580,1956,1377,580,2095,1679,416,1706,1367,340,182.7,186,124.4,2565056,2653063,977311,
2013. 04,639,17,98.266,102.534,97.465,100.843,98.933,,,65871,62781,2867,1420,1397,23,2574,1868,706,2508,1802,706,2076,1556,521,1755,1455,300,194.6,198.2,130.1,2559887,2648151,967445,
2013. 05,640,17,98.555,103.547,97.559,100.481,99.842,,,66079,63497,2357,1025,1025,0,2134,1637,498,2074,1576,498,1927,1166,761,1311,1008,303,189.7,194,109.1,2566392,2656709,845773,
2013. 06,641,17,99.037,95.524,97.746,100.744,98.727,,,66092,63610,2256,1155,1103,52,1775,1221,553,1718,1165,553,1762,1379,384,1593,1269,325,177.7,181.6,101.3,2801103,2900149,858846,
2013. 07,642,17,99.615,102.872,98.028,101.509,100.059,,,66901,64107,2561,1203,1171,32,2552,1681,871,2487,1616,871,1750,1465,285,1518,1330,188,200.7,204.4,114.1,2754839,2833032,892881,
2013. 08,643,17,100.578,103.885,98.216,101.377,99.588,,,66745,64214,2298,1209,1193,16,1896,1257,640,1840,1201,640,2052,1516,537,1629,1267,362,183.5,185.9,126.1,2732297,2800457,1095606,
2013. 09,644,17,101.638,104.223,98.028,101.727,99.595,,,67217,64624,2361,1079,1025,54,2020,1288,732,1967,1235,732,1547,1211,335,1294,1117,177,167.8,169.9,110.7,3023237,3103389,901840,
2013. 10,645,17,102.89,104.73,98.873,101.88,100.772,,,67349,65011,2109,953,911,42,1992,1482,509,1970,1475,496,1857,1456,401,1584,1261,324,193.6,196.6,122.3,2678952,2751733,947822,
2013. 11,646,17,99.518,103.378,98.967,99.407,98.752,,,67756,64218,3448,1191,1160,31,2171,1380,791,2148,1356,791,1625,1101,524,1131,1035,96,190.2,193.6,121.6,2605772,2686056,959486,
2013. 12,647,17,101.445,103.125,99.249,102.547,101.268,,,68547,65104,3352,826,806,20,2186,1382,804,2153,1350,803,1396,873,523,952,734,218,192.1,195.6,117.7,3284201,3391890,1017704,
2014. 01,648,17,103.95,97.973,99.718,100.833,102.367,981,1001844210,68663,65160,3322,783,764,19,1947,1258,690,1892,1202,690,1921,1456,464,1351,1090,261,184.2,188.1,124.2,2996062,3117694,1091285,4832
2014. 02,649,17,102.312,100.253,99.812,99.447,100.542,966,904492780,68345,65176,2952,1074,995,79,1738,1001,737,1711,975,736,2093,1147,945,1479,1046,432,178.9,181.6,128.1,2683964,2764250,1160375,4828
2014. 03,650,17,99.615,100.338,99.812,98.861,101.163,1015,977143060,68628,65518,3039,1229,1176,52,2770,1791,979,2716,1737,979,2342,1609,733,2004,1471,533,187.9,191.6,121,2748764,2840826,1110505,4809
2014. 04,651,17,101.734,99.409,99.812,101.419,103.601,1103,1099236360,69531,66523,2936,1278,1202,77,2766,2054,712,2699,1986,712,1863,1252,612,1281,988,293,195.8,199.2,131.6,2701629,2784885,1115309,4957
2014. 05,652,17,101.541,99.155,99.718,98.076,101.604,1130,1095068820,70750,67223,3458,908,856,51,2813,1643,1169,2765,1596,1169,1591,1211,380,1355,1065,290,178.7,181.9,119.1,2660151,2745537,1063931,5049
2014. 06,653,17,102.023,100.338,99.718,102.302,102.963,1138,1158549950,70289,66991,3298,1214,1175,39,1743,1153,590,1733,1143,590,2134,1572,562,1738,1485,253,181.9,184.2,137.5,2768118,2855692,1113926,5017
2014. 07,654,17,102.216,101.774,98.592,102.846,102.591,1257,1292469060,70215,67207,3008,846,816,30,2094,1469,625,2033,1408,625,2168,1482,686,1534,1086,448,198.6,201.7,141.4,2658306,2742647,1123815,5045
2014. 08,655,17,101.638,101.267,98.592,100.677,100.692,1239,1241427330,70341,67701,2640,972,952,20,1895,1243,652,1780,1128,652,1769,924,844,1404,882,522,179.1,181.6,133.8,2795494,2889675,1113120,5186
2014. 09,656,17,99.615,103.547,98.592,99.132,99.379,1190,1270264660,70971,68049,2922,1042,954,88,2535,1565,970,2469,1500,970,1905,1385,520,1578,1192,385,176.3,178.2,136.2,3068423,3161028,1126782,5168
2014. 10,657,17,100.867,103.463,98.685,100.311,100.447,1182,1209886830,70986,68234,2751,1053,1049,4,2252,1290,962,2169,1206,962,2237,1238,999,1610,1079,532,192.3,194.9,138.1,2708354,2785282,1123960,5169
2014. 11,658,17,99.518,105.236,98.685,100.915,100.208,1138,1055145540,71447,68482,2965,877,873,4,2403,1349,1054,2303,1248,1054,1941,1285,656,1190,1135,55,183.9,186.7,130.3,2607957,2687861,1105365,5343
2014. 12,659,17,101.541,104.899,98.967,101.446,100.593,1077,1037733430,71825,68997,2828,573,531,41,2189,1331,858,2115,1257,858,1811,1026,785,1280,916,364,196.5,200.4,131.6,3271148,3404095,1063938,5449
2015. 01,660,17,98.9,100.4,99.3,98.8,97.5,1164,1191584980,72247,69601,2646,776,670,105,2391,1316,1075,2299,1224,1075,1969,1424,545,1362,1135,227,191.8,194.9,136.1,2816096,2914563,1093026,5518
2015. 02,661,17,101.6,100.6,100.9,100.8,101.5,1154,1041781650,71901,69532,2369,914,836,78,1557,750,807,1495,688,807,1903,1102,801,1471,991,479,161.3,163.3,124.2,3149001,3264364,1044911,5502
2015. 03,662,17,98.9,99,99.5,99,99.9,1201,1300961090,72215,69817,2398,1266,1202,64,2183,1437,747,2127,1381,747,1870,1447,423,1458,1347,110,196.1,198.9,135.6,2722430,2800324,1055489,5459
2015. 04,663,17,98,100,99.6,99.6,99.7,1165,1235937620,72023,69772,2251,1125,1125,0,1927,1322,605,1825,1220,605,2119,1624,495,1708,1533,175,197.8,201,133.7,2781218,2868437,998293,5448
2015. 05,664,17,97.6,94.8,100.2,98.3,100.1,1144,1144577190,71616,69585,2031,1023,1008,15,1707,1107,600,1684,1084,600,2115,1541,573,1381,1204,177,174,176.5,120.4,2755346,2838418,997328,5476
2015. 06,665,17,99.8,95.7,100.3,98.6,99,1193,1297411750,72199,70071,2128,854,839,15,2002,1239,763,1935,1172,763,1419,1075,344,1146,1008,138,197.5,200.7,133.4,2787679,2873555,1073227,5459
2015. 07,666,17,100.8,99.9,99.5,99.4,98.7,1233,1380450580,71966,69905,2061,799,784,15,1584,884,699,1568,871,696,1816,1339,478,1190,970,220,198.2,201.3,130.5,2787254,2869446,1024161,5528
2015. 08,667,17,101.6,101.9,100.6,100.7,101,1225,1309816660,71783,69591,2192,933,917,16,1539,905,634,1451,817,634,1722,1492,230,1407,1302,106,181.8,183.9,135.5,2818795,2897866,1104622,5482
2015. 09,668,17,103,101.4,98,103,101.2,1338,1343548800,72077,69449,2584,1086,999,87,1848,1225,623,1805,1182,623,1598,1145,453,1273,1008,265,181.1,183.3,135.7,3200616,3304776,1102543,5503
2015. 10,669,17,99.8,101.7,99.7,100.9,100.3,1267,1472109480,72300,69706,2549,1357,1282,75,2135,1319,816,2067,1251,816,1912,1477,435,1462,1333,129,191.5,194.1,137,2836139,2919558,1089256,5559
2015. 11,670,17,100.3,100.6,101.3,100.6,101.2,1184,1273566110,72598,69989,2587,1457,1405,53,2056,1365,690,2024,1334,690,1736,1252,483,1133,947,186,189.5,191.8,142,2664587,2743130,1082007,5610
2015. 12,671,17,100.7,104.7,101.1,100.1,100,1206,1259848990,72607,70797,1787,1460,1367,93,2157,1173,984,2110,1126,984,2148,1283,865,1218,1110,108,196.9,199.5,144.3,3548960,3670990,1089292,5662
2016. 01,672,17,97.6,104.8,99.5,100,99.1,1292,1416665780,72012,70198,1813,1282,1194,88,2139,1216,923,2077,1160,917,2712,1934,778,1592,1390,201,185.4,188,135.5,3073235,3176616,1088732,5672
2016. 02,673,17,99.1,104.2,99.1,101.8,101,1267,1378213580,72173,70264,1838,1444,1346,98,2052,1026,1025,2041,1016,1025,1961,1259,702,1112,1028,84,164.7,166.6,127.2,3063887,3168328,1010937,5612
2016. 03,674,17,100.7,101.1,98.6,100.5,100.5,1293,1524809370,72493,70574,1847,1229,1226,2,1987,1449,537,1937,1400,537,1667,1347,320,1292,1173,119,197.7,200.2,147.8,2828009,2915345,1109697,5502
2016. 04,675,17,101.2,99.3,98.8,102.7,101.7,1275,1399066420,73099,71163,1864,1007,981,26,2259,1584,676,2212,1536,676,1653,1209,445,1210,1103,107,189.9,192.4,134.2,2884108,2971191,997626,5529
2016. 05,676,17,101.8,100.1,99.3,101,102.1,1255,1383654910,72936,70948,1988,1163,1161,2,2023,1437,585,1925,1340,585,2114,1862,252,1620,1568,52,189.1,191.9,126.9,2842017,2924651,987077,5579
2016. 06,677,17,101,98.9,100.4,98.8,99.3,1379,1499483490,73154,71447,1707,1038,1003,35,2483,1244,1238,2429,1191,1238,2264,1193,1071,1084,1007,77,190.8,193.4,119,2906388,2976658,974999,5676
2016. 07,678,17,98.6,95.3,98.6,98.7,96.8,1458,1569540280,73432,71865,1567,897,856,41,2729,1326,1403,2627,1224,1403,2452,1282,1170,1222,1080,142,189.6,192,120.9,2919263,2985282,988478,5748
2016. 08,679,17,100.1,92.6,98,102.9,100.2,1470,1862292620,73479,71700,1779,1555,1507,49,2490,1117,1373,2428,1055,1373,2443,1362,1081,1164,1101,63,192.6,195,125.1,3073153,3146194,1014504,5901
2016. 09,680,17,100.7,95,99.4,101.8,100.9,1378,1682613910,74375,72767,1608,1410,1410,0,3033,1678,1355,3020,1664,1355,2137,816,1320,1003,747,255,177.4,179.1,126.6,3140968,3211145,1043272,5971
2016. 10,681,17,96,93.5,97.5,99.6,96.7,1271,1488973970,74517,72741,1775,1448,1448,0,2685,1214,1471,2577,1106,1471,2544,1449,1094,1351,1322,29,186.2,188.1,126.3,2894143,2954928,1032417,6030
2016. 11,682,17,97.3,97.8,98,99.8,97.1,1202,1435767960,74808,72858,1928,1305,1305,0,2892,1614,1278,2871,1593,1278,2622,1696,925,1561,1516,45,196.1,198.5,121.3,2819038,2877411,1025803,6049
2016. 12,683,17,95.7,93.6,97.7,98.7,95.9,1163,1322943920,74234,72509,1703,1185,1163,22,2515,1360,1155,2472,1316,1155,3089,1874,1215,1717,1627,90,196.1,198.3,124,3620199,3699626,1051237,6085
2017. 01,684,17,98.5,94.1,97.8,100.6,98.9,1125,1313065290,74332,72341,1844,830,830,0,1576,1132,444,1500,1056,444,1603,1326,277,1244,1180,65,186.7,188.5,119.9,3398976,3451142,1405660,5974
2017. 02,685,17,99.5,91.1,98.2,100.9,99.2,1089,1216835830,75262,72582,2529,1101,1037,64,2988,1826,1163,2906,1743,1163,2062,1800,262,1692,1631,61,183.2,186.8,87.9,2908510,2982365,921897,5848
2017. 03,686,17,99.4,92.7,97.4,101.2,100.2,1158,1333361650,75964,73024,2816,1155,1145,10,2507,1530,977,2467,1490,977,1778,1399,379,1272,1138,133,198.8,202.5,98.3,2945680,3014985,1071659,5750
2017. 04,687,17,98,94.7,98.7,98.5,97.2,1131,1246868140,74434,72343,1966,1270,1249,21,1558,1098,459,1512,1053,459,3090,1953,1136,1645,1633,12,186.4,188.6,108.7,2966695,3016439,1210144,5765
2017. 05,688,17,98.5,88.5,96.7,100.2,98.5,1163,1444364920,74726,72243,2357,1106,1101,5,1951,945,1006,1927,921,1006,1660,1287,372,1296,1247,49,185.9,188.6,104.9,3014607,3076120,1156484,5770
2017. 06,689,17,99,88.5,97.5,98.8,96.4,1139,1389472410,74839,72534,2178,1060,1005,54,1889,1180,709,1848,1139,709,1777,1158,618,1223,1119,104,192.8,195.9,95.8,3065255,3133067,960136,5836
2017. 07,690,17,96.2,90.6,97.8,99,96.6,1168,1376919540,75058,72677,2253,992,939,53,1636,1071,565,1614,1049,565,1418,1165,253,1014,927,87,187.6,189.8,106.6,3004421,3054380,1186851,5874
2017. 08,691,17,100.4,89.6,98.3,100.2,98.3,1238,1648760730,73717,71664,1924,1369,1316,53,1852,1250,602,1797,1195,602,3193,2512,681,1653,1560,93,194.4,196,119.2,3068983,3106244,1238272,5870
2017. 09,692,17,99.6,91.4,97.6,100.7,98,1249,1765683400,73248,71347,1774,1897,1814,83,1978,1292,686,1870,1184,686,2446,1879,567,1204,1204,,196.9,199.1,108.6,3428443,3483212,1216485,5899
2017. 10,693,17,98.8,93.1,96.8,102,98.9,1076,1339409410,73231,71191,1914,1835,1734,101,2057,806,1251,2043,792,1251,2073,1201,871,1035,994,41,162.7,164.8,88.6,3078145,3142113,866280,5960
2017. 11,694,17,98.8,90,97.2,98.3,96.1,1082,1353732890,73843,71681,2037,1094,1028,66,3113,2206,907,3101,2194,907,2501,1568,933,1577,1417,161,200.6,203.6,112.4,2983790,3053881,923592,5982
2017. 12,695,17,97.8,89.2,97.2,98.3,95.7,1037,1217515470,73916,71903,1886,950,888,61,1701,1209,492,1620,1127,492,1629,1208,421,893,891,2,186.9,188.6,118.6,3714605,3785378,1012125,6130
2018. 01,696,17,98.2,79.3,95.4,99.5,96.3,1152,1456614510,74210,71931,2265,1090,1020,70,2903,2043,860,2814,1954,860,2411,1831,580,1541,1446,96,200.6,202.5,119.9,3232959,3283497,1121503,6181
2018. 02,697,17,99.9,76.9,95.3,101.1,97.9,1145,1381627130,74467,72334,2070,1190,1156,33,2480,1695,785,2423,1638,785,2272,1458,815,925,866,59,167.4,169.7,89.9,3435627,3509692,920897,6028
2018. 03,698,17,98.7,87.9,97.7,99.2,98.4,1171,1494800280,74572,72751,1756,1450,1391,59,2837,2151,686,2794,2108,686,2733,1779,955,1521,1484,38,192.4,194.8,108.7,3124167,3180613,1112795,5966
2018. 04,699,17,98.5,88.9,97,99.9,96.6,1273,1584022830,75162,73223,1875,1423,1388,34,2795,2184,612,2724,2112,612,2204,1710,494,1368,1330,38,189,190.5,122.2,3124948,3167487,1266926,5861
2018. 05,700,17,102.6,90.3,96.8,102.1,100.3,1407,2027179320,74979,72826,2088,1321,1258,64,2566,1839,727,2513,1786,727,2750,2193,557,1363,1294,69,186.1,188,116.2,3174782,3226943,1247568,5958
2018. 06,701,17,101.1,92.1,97.7,101.4,99.1,1367,1902518980,75079,72772,2180,1300,1239,61,2582,1739,843,2563,1720,843,2543,1807,736,1721,1619,101,179.2,181,111.2,3220017,3276136,1105445,6046
2018. 07,702,17,101,91.9,97.2,101.7,98.6,1414,1988553750,75616,73319,2170,1286,1250,36,2366,1758,608,2291,1684,608,1830,1210,620,942,911,31,191.6,192.9,132,3160386,3204639,1198109,6079
2018. 08,703,17,99,89.8,97.5,100.6,97.4,1380,2106648180,75217,73381,1707,1444,1426,18,1969,1635,334,1920,1586,334,2369,1570,799,1126,1082,43,187.9,189.4,121.4,3255185,3300279,1256949,6121
2018. 09,704,17,97.1,89.2,98.6,99.7,97.1,1287,1777756660,75444,73757,1557,1245,1234,11,2500,2067,434,1738,1304,434,2274,1688,586,869,827,42,162.4,163.5,112.8,3572774,3622167,1239215,6173
2018. 10,705,17,100.9,87.4,97.8,100.4,97.7,1265,2068782690,75186,73601,1457,1233,1205,27,2192,1678,514,2154,1640,514,2449,1754,695,1189,1073,116,193.5,195.8,99.2,3155236,3209494,954591,6265
2018. 11,706,17,101.7,86.9,98.8,100.9,99.3,1218,1822510510,75963,73825,2073,1437,1426,11,2880,1764,1116,2797,1681,1116,2038,1544,494,1342,1299,43,195.8,197.9,99.9,3095007,3138508,1127114,6296
2018. 12,707,17,97.3,86.8,98.2,98.1,95.8,1107,1569812010,74686,73429,1192,1514,1508,6,2116,1709,407,2021,1614,407,3393,2126,1267,1301,1262,39,181.5,182.9,103.3,4473828,4533986,1119354,6408
2019. 01,708,17,103,83.6,98.2,98.6,98.2,1220,1882146360,75282,74013,1201,1010,1004,6,3243,2433,810,2731,1921,810,2650,1873,777,1239,1177,63,196.8,199.2,102.4,3806120,3874255,1153821,6388
2019. 02,709,17,96.8,82.1,97.6,95.8,94.9,1144,1654429650,75245,74001,1177,1149,1122,27,2322,1331,991,2283,1293,991,2358,1350,1008,1059,1033,26,156.5,157.6,108.4,3229684,3277671,1214880,6280
2019. 03,710,17,96.9,81.6,96.9,95.9,94.7,1225,1715876390,75610,74363,1180,1024,944,80,2340,1782,558,2285,1727,558,1975,1419,556,1220,1122,98,181.3,182.5,123.4,3346522,3389367,1325996,6240
2019. 04,711,17,99.9,79.7,96.9,96.5,93.6,1312,1968087110,75512,74291,1189,1174,971,204,2599,1905,693,2566,1873,693,2661,1990,671,1643,1627,16,194.9,196.5,112.7,3232763,3272737,1172844,6313
2019. 05,712,17,99.3,85.3,96.9,95.6,94.9,1324,2091315250,75705,74577,1096,909,900,9,1989,1609,380,1937,1583,354,1796,1318,478,986,959,26,190.8,192.4,101.3,3259104,3300248,1038117,6299
2019. 06,713,17,97.9,84.1,97.2,96.8,94.7,1329,1963378570,75446,74393,1021,917,905,12,1679,1213,466,1565,1099,466,1938,1395,543,1316,1262,54,176.4,177.5,108.9,3294163,3331803,1092344,6323
2019. 07,714,17,105.5,83.7,99.5,99.4,99.1,1384,2275226230,75449,74446,993,1052,1039,13,1547,1183,364,1444,1081,364,1523,1130,392,854,831,23,196.5,198,125,3407657,3450457,1287498,6367
2019. 08,715,17,99.6,91.8,100.8,96.8,97.3,1392,2212216600,75433,74465,958,1142,1134,8,1763,1395,369,1676,1307,369,1778,1368,410,1282,1249,33,183,184.2,118.8,3398440,3438734,1286493,6372
2019. 09,716,17,101.9,87.2,100.3,96,96,1374,2187064300,75428,74395,1023,1282,1262,20,1755,1311,445,1700,1255,445,1761,1386,374,1320,1276,44,172.6,173.7,118.1,3549259,3594385,1354206,6378
2019. 10,717,17,100.4,86,99.5,94.9,94.5,1304,2247220030,75474,74283,1181,881,852,28,2145,1683,462,2066,1604,462,2099,1795,303,1490,1465,26,192.3,193.4,144.9,3245328,3283217,1649639,6442
2019. 11,718,17,100.6,84.6,99.9,96.2,96.2,1263,2002351920,75752,74431,1311,706,698,8,1772,1195,576,1769,1193,576,1494,1042,452,1027,1004,23,188.4,189.7,143.3,3356381,3407084,1585157,6424
2019. 12,719,17,101.8,88.4,100,97.7,97.6,1239,1917696790,75581,74394,1177,753,722,31,1888,1092,797,1876,1079,797,2059,1128,931,984,965,19,188.4,190.2,127.2,4245324,4328674,1442617,6590
2020. 01,720,17,102.5,92.1,99.6,97.1,99.4,1357,2181217390,75355,74146,1111,838,809,29,1700,1416,285,1668,1383,285,2015,1693,322,1145,1065,80,181.3,182.1,149.9,3906171,3959125,1830242,6589
2020. 02,721,17,98.8,93.3,100.3,95.6,97.5,1436,2246666980,75717,74226,1071,1137,1137,0,1870,1517,353,1849,1497,352,1829,1436,393,1128,1087,41,181.9,182.8,140.4,3285428,3326955,1409201,6510
2020. 03,722,17,98.8,91.3,100.3,95.9,97.9,1562,2634769220,76018,74429,1175,1047,1023,24,2374,2017,357,2134,1778,357,2068,1844,224,1604,1510,94,198.2,198.8,172.1,3405030,3447351,1724599,6350
2020. 04,723,17,97.9,89.7,99.7,96.1,95.6,1587,2669936850,75592,73915,1338,849,837,12,1595,1285,310,1587,1277,310,1945,1798,148,1147,1135,12,183.7,184.3,164.9,3281896,3326292,1649566,6259
2020. 05,724,17,91.9,75,99.5,87,88.6,1660,2671327700,74787,73165,1319,843,826,17,1346,1221,125,962,837,125,2116,1960,156,1183,1130,53,174.1,173.4,199.3,3261456,3296244,1976735,6209
2020. 06,725,17,97.4,69,100.3,90.6,91.7,1781,2917293120,74924,73198,1390,789,789,0,1749,1468,281,1636,1355,281,1645,1434,211,1072,1060,12,193,192.8,198.6,3397503,3436656,1965346,6104
2020. 07,726,17,100,75.3,101.1,92,93.3,1891,3252460150,73951,72246,1367,794,794,0,1222,1126,96,1115,1020,96,2196,2076,120,1099,1065,34,200.9,200.4,216.2,3424524,3458502,2174105,6016
2020. 08,727,17,99.2,68.3,101.8,91.9,93.3,1873,3071988150,74102,72444,1478,891,891,0,1782,1503,279,1674,1395,279,1473,1311,162,1090,1069,21,181.3,181.1,189.4,3367382,3415998,1868455,5968
2020. 09,728,17,103.7,73.8,102,95.1,96.7,1873,3485592430,73991,72221,1493,812,812,0,1414,1236,177,1299,1122,177,1621,1457,164,1024,1012,12,193.2,193.1,196.2,3805641,3856891,2150015,5852
2020. 10,729,17,102.4,76.2,100.1,95.4,95.7,1735,2879089290,73984,72457,1280,936,936,0,1686,1249,437,1514,1077,437,1664,1019,645,866,810,56,182,182.7,162,3377992,3437049,1664800,5775
2020. 11,730,17,100.5,77.9,100.2,95.7,95.8,1571,2595500150,74651,72989,1351,901,901,0,2164,1731,433,2099,1667,432,1560,1198,362,1111,1064,47,191.2,191.5,180.1,3366363,3415328,1843213,5704
2020. 12,731,17,106.4,75.9,100.7,99.5,99.5,1436,2469994640,74875,72877,1556,1133,1089,44,2153,1611,542,2078,1536,542,2060,1687,374,1220,1186,34,197.5,198.3,174.7,4186143,4268758,1842198,5614
2021. 01,732,17,99.1,72.3,100,92.9,94.6,1537,2435408330,74891,72558,1874,946,946,0,2715,1519,1197,2675,1478,1197,2716,1562,1155,1166,1112,54,187.4,188,172.1,3775105,3848883,1873408,5532
2021. 02,733,17,108.4,76.9,100.1,101.2,103,1605,2421298850,74348,72249,1655,1556,1355,201,1653,1058,596,1620,1024,596,2181,1376,805,988,889,100,164.9,166.4,130.2,3559956,3649436,1376914,5415
2021. 03,734,17,105.1,79.6,98.2,99.8,99.3,1652,2950444770,74662,72531,1688,1433,1324,109,2683,2056,627,2595,1968,627,2368,1795,573,1678,1624,54,196.5,198.2,153.3,3447044,3523012,1507301,5275
2021. 04,735,17,102,79.1,96.1,101.3,96.3,1594,2757903120,74605,72234,1861,1671,1454,217,2385,1755,630,2366,1736,629,2509,2051,458,1352,1315,36,195.9,196.9,169.7,3371504,3432754,1707146,5135
2021. 05,736,17,100.4,80.2,96.1,98.6,96.2,1540,2545690280,74837,72195,2047,1349,1231,118,2156,1545,612,2057,1445,612,2009,1583,426,1444,1366,78,177.1,177.2,174.6,3416453,3489078,1828396,5079
2021. 06,737,17,99.6,78.3,95.9,99.5,96,1591,2719216400,74508,72064,1982,1475,1307,168,2306,1706,600,2239,1640,599,2502,1836,667,1655,1442,213,192.8,194.2,162.6,3521503,3610217,1645405,4971
2021. 07,738,17,99.5,76.6,95.6,99.9,95.2,1608,2678926460,74462,71991,1942,1225,1160,65,1846,1430,415,1714,1298,415,1959,1479,480,1194,1102,92,190.8,192.3,161.6,3482179,3567253,1836610,4993
2021. 08,739,17,99.9,78.4,95.5,100.4,94.7,1550,2730409060,74586,72119,2136,1309,1300,9,2401,1566,834,2339,1505,834,2078,1439,638,1083,973,110,178.8,180.6,146.4,3402961,3493551,1731890,4974
2021. 09,740,17,98.2,80.8,94.8,100,94.1,1517,2650307890,74715,72283,2135,1460,1400,60,2015,1419,596,1947,1354,593,1853,1270,583,1189,1137,52,171.2,172.5,146.7,3869667,3982507,1748377,4969
2021. 10,741,17,100.1,79.6,94,101.3,95.2,1472,2544061930,75214,72665,2257,1640,1564,76,2745,2091,654,2475,1824,651,2241,1603,639,1265,1216,49,176.6,179.4,130.9,3444672,3560057,1547723,4943
